SCHOOL_CODE,Pass_Percentage,Result
EE0471,66.67%,Attention
EE0472,60.00%,Attention
EE0473,100.00%,Reward
EE0474,100.00%,Reward
EE0475,0.00%,Attention
EE0476,100.00%,Reward
EE0477,100.00%,Reward
EE0478,100.00%,Reward
EE0480,0.00%,Attention
EE0482,100.00%,Reward
EE0483,100.00%,Reward
EE0486,100.00%,Reward
EE0487,100.00%,Reward
EE0489,100.00%,Reward
EE0490,0.00%,Attention
EE0491,100.00%,Reward
EE0492,0.00%,Attention
EE0493,100.00%,Reward
EE0494,100.00%,Reward
EE0495,100.00%,Reward
EE0496,0.00%,Attention
EE0497,100.00%,Reward
EE0499,100.00%,Reward
EE0500,100.00%,Reward
EE0501,100.00%,Reward
EE0502,100.00%,Reward
EE0505,100.00%,Reward
EE0507,100.00%,Reward
EE0509,100.00%,Reward
EE0510,0.00%,Attention
EE0513,50.00%,Attention
EE0514,100.00%,Reward
EE0515,0.00%,Attention
EE0516,0.00%,Attention
EE0517,100.00%,Reward
EE0519,100.00%,Reward
EE0521,100.00%,Reward
EE0524,100.00%,Reward
EE0527,100.00%,Reward
EE0528,100.00%,Reward
EE0529,100.00%,Reward
EE0530,100.00%,Reward
EE0531,100.00%,Reward
EE0533,100.00%,Reward
EE0536,100.00%,Reward
EE0537,100.00%,Reward
EE0538,66.67%,Attention
EE0540,100.00%,Reward
EE0541,100.00%,Reward
EE0542,0.00%,Attention
EE0543,0.00%,Attention
EE0544,100.00%,Reward
EE0545,100.00%,Reward
EE0546,100.00%,Reward
EE0548,100.00%,Reward
EE0549,100.00%,Reward
EE0550,100.00%,Reward
EE0551,100.00%,Reward
EE0552,100.00%,Reward
EE0553,100.00%,Reward
EE0554,50.00%,Attention
EE0555,100.00%,Reward
EE0557,100.00%,Reward
EE0560,100.00%,Reward
EE0561,100.00%,Reward
EE0563,100.00%,Reward
EE0564,100.00%,Reward
EE0565,100.00%,Reward
EE0566,100.00%,Reward
EE0568,0.00%,Attention
EE0569,100.00%,Reward
EE0570,100.00%,Reward
EE0572,100.00%,Reward
EE0574,100.00%,Reward
EE0575,100.00%,Reward
EE0576,100.00%,Reward
EE0577,100.00%,Reward
EE0578,100.00%,Reward
EE0579,100.00%,Reward
EE0580,100.00%,Reward
EE0581,100.00%,Reward
FF0001,100.00%,Reward
FF0002,60.00%,Attention
FF0003,100.00%,Reward
FF0004,57.14%,Attention
FF0005,57.14%,Attention
FF0006,84.62%,Reward
FF0007,33.33%,Attention
FF0008,0.00%,Attention
FF0009,72.73%,Attention
FF0010,69.23%,Attention
FF0011,60.00%,Attention
FF0012,100.00%,Reward
FF0013,85.71%,Reward
FF0014,100.00%,Reward
FF0015,72.73%,Attention
FF0016,50.00%,Attention
FF0017,75.00%,Attention
FF0018,58.33%,Attention
FF0019,100.00%,Reward
FF0020,100.00%,Reward
FF0021,60.00%,Attention
FF0022,66.67%,Attention
FF0023,100.00%,Reward
FF0025,66.67%,Attention
FF0026,0.00%,Attention
FF0027,85.71%,Reward
FF0028,100.00%,Reward
FF0029,100.00%,Reward
FF0030,75.00%,Attention
FF0031,100.00%,Reward
FF0032,100.00%,Reward
FF0033,100.00%,Reward
FF0034,100.00%,Reward
FF0035,100.00%,Reward
FF0036,100.00%,Reward
FF0037,66.67%,Attention
FF0038,100.00%,Reward
FF0039,60.00%,Attention
FF0040,100.00%,Reward
FF0041,85.71%,Reward
FF0042,100.00%,Reward
FF0043,40.00%,Attention
FF0044,75.00%,Attention
FF0045,90.00%,Reward
FF0046,100.00%,Reward
FF0047,50.00%,Attention
FF0048,66.67%,Attention
FF0049,100.00%,Reward
FF0050,100.00%,Reward
FF0051,100.00%,Reward
FF0052,80.00%,Reward
FF0053,100.00%,Reward
FF0054,66.67%,Attention
FF0056,85.71%,Reward
FF0057,100.00%,Reward
FF0058,85.71%,Reward
FF0059,66.67%,Attention
FF0060,100.00%,Reward
FF0061,100.00%,Reward
FF0062,100.00%,Reward
FF0063,100.00%,Reward
FF0064,25.00%,Attention
FF0066,66.67%,Attention
FF0067,66.67%,Attention
FF0068,100.00%,Reward
FF0069,84.62%,Reward
FF0070,100.00%,Reward
FF0071,40.00%,Attention
FF0072,100.00%,Reward
FF0073,100.00%,Reward
FF0074,100.00%,Reward
FF0075,100.00%,Reward
FF0076,66.67%,Attention
FF0077,100.00%,Reward
FF0078,100.00%,Reward
FF0079,50.00%,Attention
FF0081,50.00%,Attention
FF0082,50.00%,Attention
FF0083,71.43%,Attention
FF0084,88.89%,Reward
FF0085,0.00%,Attention
FF0086,40.00%,Attention
FF0087,100.00%,Reward
FF0088,100.00%,Reward
FF0089,66.67%,Attention
FF0091,100.00%,Reward
FF0092,100.00%,Reward
FF0093,0.00%,Attention
FF0094,100.00%,Reward
FF0095,75.00%,Attention
FF0096,80.00%,Reward
FF0097,66.67%,Attention
FF0098,100.00%,Reward
FF0099,22.22%,Attention
FF0100,50.00%,Attention
FF0101,100.00%,Reward
FF0102,100.00%,Reward
FF0103,100.00%,Reward
FF0104,100.00%,Reward
FF0105,100.00%,Reward
FF0106,50.00%,Attention
FF0107,100.00%,Reward
FF0109,100.00%,Reward
FF0110,100.00%,Reward
FF0111,100.00%,Reward
FF0112,100.00%,Reward
FF0113,100.00%,Reward
FF0115,50.00%,Attention
FF0116,100.00%,Reward
FF0117,100.00%,Reward
FF0118,100.00%,Reward
FF0119,50.00%,Attention
FF0120,33.33%,Attention
FF0122,100.00%,Reward
FF0123,100.00%,Reward
FF0125,50.00%,Attention
FF0126,100.00%,Reward
FF0127,0.00%,Attention
FF0128,25.00%,Attention
FF0129,33.33%,Attention
FF0130,100.00%,Reward
FF0133,100.00%,Reward
FF0134,100.00%,Reward
FF0135,75.00%,Attention
FF0136,33.33%,Attention
FF0137,100.00%,Reward
FF0139,100.00%,Reward
FF0140,100.00%,Reward
FF0141,100.00%,Reward
FF0142,100.00%,Reward
FF0143,0.00%,Attention
FF0144,66.67%,Attention
FF0145,60.00%,Attention
FF0146,50.00%,Attention
FF0147,100.00%,Reward
FF0148,66.67%,Attention
FF0149,100.00%,Reward
FF0150,50.00%,Attention
FF0152,100.00%,Reward
FF0153,0.00%,Attention
FF0154,50.00%,Attention
FF0155,100.00%,Reward
FF0156,100.00%,Reward
FF0158,100.00%,Reward
FF0160,50.00%,Attention
FF0162,75.00%,Attention
FF0163,100.00%,Reward
FF0164,100.00%,Reward
FF0166,100.00%,Reward
FF0167,0.00%,Attention
FF0170,100.00%,Reward
FF0171,100.00%,Reward
FF0173,100.00%,Reward
FF0174,100.00%,Reward
FF0175,66.67%,Attention
FF0176,100.00%,Reward
FF0177,75.00%,Attention
FF0178,100.00%,Reward
FF0179,100.00%,Reward
FF0181,75.00%,Attention
FF0182,100.00%,Reward
FF0183,100.00%,Reward
FF0184,83.33%,Reward
FF0185,100.00%,Reward
FF0186,88.89%,Reward
FF0187,100.00%,Reward
FF0188,100.00%,Reward
FF0189,66.67%,Attention
FF0190,100.00%,Reward
FF0191,100.00%,Reward
FF0192,75.00%,Attention
FF0194,100.00%,Reward
FF0195,100.00%,Reward
FF0196,0.00%,Attention
FF0197,100.00%,Reward
FF0198,100.00%,Reward
FF0200,50.00%,Attention
FF0201,100.00%,Reward
FF0203,100.00%,Reward
FF0204,75.00%,Attention
FF0205,0.00%,Attention
FF0206,100.00%,Reward
FF0207,100.00%,Reward
FF0208,100.00%,Reward
FF0211,100.00%,Reward
FF0212,100.00%,Reward
FF0213,100.00%,Reward
FF0215,100.00%,Reward
FF0217,66.67%,Attention
FF0218,100.00%,Reward
FF0219,100.00%,Reward
FF0221,100.00%,Reward
FF0222,100.00%,Reward
FF0223,100.00%,Reward
FF0225,66.67%,Attention
FF0226,100.00%,Reward
FF0227,100.00%,Reward
FF0228,100.00%,Reward
FF0229,100.00%,Reward
FF0230,100.00%,Reward
FF0232,100.00%,Reward
FF0233,100.00%,Reward
FF0234,100.00%,Reward
FF0235,100.00%,Reward
FF0236,0.00%,Attention
FF0238,100.00%,Reward
FF0241,100.00%,Reward
FF0244,100.00%,Reward
FF0247,100.00%,Reward
FF0248,100.00%,Reward
FF0249,100.00%,Reward
FF0250,100.00%,Reward
FF0252,100.00%,Reward
FF0253,100.00%,Reward
FF0255,100.00%,Reward
FF0256,0.00%,Attention
FF0258,100.00%,Reward
FF0263,100.00%,Reward
FF0265,50.00%,Attention
FF0267,100.00%,Reward
FF0268,100.00%,Reward
FF0269,100.00%,Reward
FF0271,100.00%,Reward
FF0272,100.00%,Reward
FF0274,0.00%,Attention
FF0275,100.00%,Reward
FF0278,100.00%,Reward
FF0282,100.00%,Reward
FF0283,100.00%,Reward
FF0284,66.67%,Attention
FF0287,60.00%,Attention
FF0290,100.00%,Reward
FF0293,0.00%,Attention
FF0294,0.00%,Attention
FF0295,100.00%,Reward
FF0299,100.00%,Reward
FF0301,100.00%,Reward
FF0303,100.00%,Reward
FF0305,50.00%,Attention
FF0306,50.00%,Attention
FF0308,100.00%,Reward
FF0309,100.00%,Reward
FF0310,100.00%,Reward
FF0311,100.00%,Reward
FF0312,100.00%,Reward
FF0314,50.00%,Attention
FF0315,0.00%,Attention
FF0316,100.00%,Reward
FF0317,100.00%,Reward
FF0319,100.00%,Reward
FF0320,100.00%,Reward
FF0321,75.00%,Attention
FF0322,66.67%,Attention
FF0323,100.00%,Reward
FF0324,100.00%,Reward
FF0325,100.00%,Reward
FF0326,100.00%,Reward
FF0327,50.00%,Attention
FF0328,0.00%,Attention
FF0329,66.67%,Attention
FF0330,100.00%,Reward
FF0331,100.00%,Reward
FF0332,75.00%,Attention
FF0333,100.00%,Reward
FF0334,100.00%,Reward
FF0336,100.00%,Reward
FF0337,50.00%,Attention
FF0338,100.00%,Reward
FF0342,100.00%,Reward
FF0347,100.00%,Reward
FF0351,100.00%,Reward
FF0353,100.00%,Reward
FF0354,100.00%,Reward
FF0356,100.00%,Reward
FF0358,100.00%,Reward
FF0359,85.71%,Reward
FF0360,100.00%,Reward
FF0361,100.00%,Reward
FF0363,100.00%,Reward
FF0364,100.00%,Reward
FF0365,100.00%,Reward
FF0369,100.00%,Reward
FF0370,100.00%,Reward
FF0371,100.00%,Reward
FF0373,100.00%,Reward
FF0374,100.00%,Reward
FF0375,100.00%,Reward
FF0376,100.00%,Reward
FF0377,100.00%,Reward
FF0378,100.00%,Reward
FF0379,66.67%,Attention
FF0380,66.67%,Attention
FF0381,100.00%,Reward
FF0382,100.00%,Reward
FF0383,100.00%,Reward
FF0384,100.00%,Reward
FF0385,100.00%,Reward
FF0386,100.00%,Reward
FF0387,100.00%,Reward
FF0388,100.00%,Reward
FF0389,100.00%,Reward
FF0391,100.00%,Reward
FF0392,100.00%,Reward
FF0393,100.00%,Reward
FF0395,100.00%,Reward
FF0399,75.00%,Attention
FF0400,50.00%,Attention
FF0401,75.00%,Attention
FF0402,75.00%,Attention
FF0403,100.00%,Reward
FF0404,100.00%,Reward
FF0405,100.00%,Reward
FF0406,100.00%,Reward
FF0407,100.00%,Reward
FF0409,100.00%,Reward
FF0410,100.00%,Reward
FF0411,100.00%,Reward
FF0413,100.00%,Reward
FF0414,100.00%,Reward
FF0415,50.00%,Attention
FF0416,100.00%,Reward
FF0417,100.00%,Reward
FF0418,100.00%,Reward
FF0419,100.00%,Reward
FF0421,100.00%,Reward
FF0423,100.00%,Reward
FF0424,100.00%,Reward
FF0425,100.00%,Reward
FF0427,0.00%,Attention
FF0428,100.00%,Reward
FF0432,100.00%,Reward
FF0436,100.00%,Reward
FF0438,50.00%,Attention
FF0439,100.00%,Reward
FF0440,100.00%,Reward
GA0001,0.00%,Attention
GA0002,25.00%,Attention
GA0003,100.00%,Reward
GA0004,100.00%,Reward
GA0005,100.00%,Reward
GA0006,87.50%,Reward
GA0007,33.33%,Attention
GA0008,50.00%,Attention
GA0010,0.00%,Attention
GA0011,60.00%,Attention
GA0012,70.00%,Attention
GA0013,83.33%,Reward
GA0014,85.71%,Reward
GA0015,25.00%,Attention
GA0016,84.62%,Reward
GA0017,55.56%,Attention
GA0018,100.00%,Reward
GA0019,100.00%,Reward
GA0020,100.00%,Reward
GA0021,100.00%,Reward
GA0023,77.78%,Normal
GA0024,100.00%,Reward
GA0025,100.00%,Reward
GA0027,100.00%,Reward
GA0028,80.00%,Reward
GA0029,100.00%,Reward
GA0030,100.00%,Reward
GA0031,80.00%,Reward
GA0032,100.00%,Reward
GA0033,100.00%,Reward
GA0034,100.00%,Reward
GA0035,100.00%,Reward
GA0036,80.00%,Reward
GA0037,100.00%,Reward
GA0038,75.00%,Attention
GA0039,100.00%,Reward
GA0040,50.00%,Attention
GA0041,100.00%,Reward
GA0042,100.00%,Reward
GA0043,100.00%,Reward
GA0045,100.00%,Reward
GA0046,66.67%,Attention
GA0047,50.00%,Attention
GA0048,100.00%,Reward
GA0049,70.00%,Attention
GA0050,77.78%,Normal
GA0051,100.00%,Reward
GA0052,100.00%,Reward
GA0054,66.67%,Attention
GA0056,100.00%,Reward
GA0057,40.00%,Attention
GA0058,50.00%,Attention
GA0059,100.00%,Reward
GA0060,100.00%,Reward
GA0061,100.00%,Reward
GA0062,66.67%,Attention
GA0063,100.00%,Reward
GA0064,100.00%,Reward
GA0065,100.00%,Reward
GA0066,100.00%,Reward
GA0068,66.67%,Attention
GA0069,66.67%,Attention
GA0070,100.00%,Reward
GA0073,100.00%,Reward
GA0074,100.00%,Reward
GA0076,62.50%,Attention
GA0077,100.00%,Reward
GA0079,100.00%,Reward
GA0080,50.00%,Attention
GA0081,80.00%,Reward
GA0082,100.00%,Reward
GA0083,85.71%,Reward
GA0084,100.00%,Reward
GA0085,100.00%,Reward
GA0086,100.00%,Reward
GA0087,100.00%,Reward
GA0092,100.00%,Reward
GA0093,75.00%,Attention
GA0094,81.82%,Reward
GA0095,100.00%,Reward
GA0096,100.00%,Reward
GA0097,100.00%,Reward
GA0099,100.00%,Reward
GA0101,75.00%,Attention
GA0102,100.00%,Reward
GA0104,33.33%,Attention
GA0105,57.14%,Attention
GA0106,100.00%,Reward
GA0108,100.00%,Reward
GA0111,100.00%,Reward
GA0112,100.00%,Reward
GA0113,66.67%,Attention
GA0114,100.00%,Reward
GA0115,100.00%,Reward
GA0119,100.00%,Reward
GA0120,100.00%,Reward
GA0121,100.00%,Reward
GA0123,33.33%,Attention
GA0124,100.00%,Reward
GA0126,0.00%,Attention
GA0127,100.00%,Reward
GA0128,0.00%,Attention
GA0130,100.00%,Reward
GA0131,100.00%,Reward
GA0132,100.00%,Reward
GA0133,78.57%,Reward
GA0134,50.00%,Attention
GA0136,100.00%,Reward
GA0137,100.00%,Reward
GA0139,50.00%,Attention
GA0140,100.00%,Reward
GA0141,100.00%,Reward
GA0142,0.00%,Attention
GA0143,33.33%,Attention
GA0144,75.00%,Attention
GA0145,100.00%,Reward
GA0146,75.00%,Attention
GA0148,100.00%,Reward
GA0149,100.00%,Reward
GA0150,100.00%,Reward
GA0151,66.67%,Attention
GA0153,100.00%,Reward
GA0154,100.00%,Reward
GA0157,85.71%,Reward
GA0158,50.00%,Attention
GA0159,75.00%,Attention
GA0160,50.00%,Attention
GA0161,100.00%,Reward
GA0163,100.00%,Reward
GA0164,100.00%,Reward
GA0165,100.00%,Reward
GA0166,100.00%,Reward
GA0167,100.00%,Reward
GA0168,100.00%,Reward
GA0169,100.00%,Reward
GA0170,100.00%,Reward
GA0171,100.00%,Reward
GA0172,100.00%,Reward
GA0173,0.00%,Attention
GA0174,100.00%,Reward
GA0176,80.00%,Reward
GA0177,100.00%,Reward
GA0178,100.00%,Reward
GA0179,100.00%,Reward
GA0180,100.00%,Reward
GA0181,100.00%,Reward
GA0182,100.00%,Reward
GA0183,100.00%,Reward
GA0185,100.00%,Reward
GA0188,100.00%,Reward
GA0189,100.00%,Reward
GA0190,100.00%,Reward
GA0191,100.00%,Reward
GA0192,100.00%,Reward
GA0193,60.00%,Attention
GA0194,50.00%,Attention
GA0195,100.00%,Reward
GA0196,100.00%,Reward
GA0197,0.00%,Attention
GA0198,100.00%,Reward
GA0199,100.00%,Reward
GA0200,100.00%,Reward
GA0205,100.00%,Reward
GA0206,100.00%,Reward
GA0207,75.00%,Attention
GA0208,100.00%,Reward
GA0209,100.00%,Reward
GA0210,100.00%,Reward
GA0212,100.00%,Reward
GA0215,100.00%,Reward
GA0217,100.00%,Reward
GA0218,100.00%,Reward
GA0220,100.00%,Reward
GA0221,100.00%,Reward
GA0223,100.00%,Reward
GA0224,100.00%,Reward
GA0225,100.00%,Reward
GA0227,100.00%,Reward
GA0228,100.00%,Reward
GA0229,100.00%,Reward
GA0230,100.00%,Reward
GA0233,100.00%,Reward
GA0235,100.00%,Reward
GA0236,100.00%,Reward
GA0237,100.00%,Reward
GA0241,100.00%,Reward
GA0247,100.00%,Reward
GA0249,100.00%,Reward
GA0250,100.00%,Reward
GA0252,100.00%,Reward
GA0253,100.00%,Reward
GA0255,100.00%,Reward
GA0258,100.00%,Reward
GA0260,100.00%,Reward
GA0261,100.00%,Reward
GA0900,0.00%,Attention
GG0001,66.67%,Attention
GG0002,40.00%,Attention
GG0003,0.00%,Attention
GG0004,50.00%,Attention
GG0005,66.67%,Attention
GG0006,100.00%,Reward
GG0007,41.67%,Attention
GG0008,88.89%,Reward
GG0009,55.56%,Attention
GG0010,71.43%,Attention
GG0011,71.43%,Attention
GG0012,75.00%,Attention
GG0013,40.00%,Attention
GG0014,28.57%,Attention
GG0015,28.57%,Attention
GG0016,75.00%,Attention
GG0017,57.14%,Attention
GG0018,76.47%,Attention
GG0019,100.00%,Reward
GG0020,100.00%,Reward
GG0021,78.95%,Reward
GG0023,50.00%,Attention
GG0024,86.67%,Reward
GG0025,100.00%,Reward
GG0026,91.67%,Reward
GG0027,75.00%,Attention
GG0028,66.67%,Attention
GG0029,100.00%,Reward
GG0030,76.47%,Attention
GG0031,75.00%,Attention
GG0032,100.00%,Reward
GG0033,88.89%,Reward
GG0035,100.00%,Reward
GG0036,85.71%,Reward
GG0037,100.00%,Reward
GG0038,91.67%,Reward
GG0039,50.00%,Attention
GG0040,83.33%,Reward
GG0041,100.00%,Reward
GG0042,100.00%,Reward
GG0043,91.67%,Reward
GG0044,100.00%,Reward
GG0045,100.00%,Reward
GG0046,100.00%,Reward
GG0047,100.00%,Reward
GG0048,100.00%,Reward
GG0049,85.71%,Reward
GG0050,100.00%,Reward
GG0051,75.00%,Attention
GG0052,0.00%,Attention
GG0053,60.00%,Attention
GG0054,100.00%,Reward
GG0055,100.00%,Reward
GG0056,100.00%,Reward
GG0057,100.00%,Reward
GG0058,100.00%,Reward
GG0059,100.00%,Reward
GG0060,100.00%,Reward
GG0061,100.00%,Reward
GG0063,100.00%,Reward
GG0064,100.00%,Reward
GG0065,100.00%,Reward
GG0066,100.00%,Reward
GG0068,57.14%,Attention
GG0069,100.00%,Reward
GG0070,50.00%,Attention
GG0071,100.00%,Reward
GG0072,100.00%,Reward
GG0073,100.00%,Reward
GG0074,100.00%,Reward
GG0075,80.00%,Reward
GG0076,75.00%,Attention
GG0078,66.67%,Attention
GG0079,100.00%,Reward
GG0080,100.00%,Reward
GG0081,100.00%,Reward
GG0082,100.00%,Reward
GG0083,50.00%,Attention
GG0084,50.00%,Attention
GG0086,100.00%,Reward
GG0088,80.00%,Reward
GG0089,50.00%,Attention
GG0090,50.00%,Attention
GG0091,66.67%,Attention
GG0092,71.43%,Attention
GG0093,100.00%,Reward
GG0094,100.00%,Reward
GG0095,33.33%,Attention
GG0096,100.00%,Reward
GG0097,50.00%,Attention
GG0098,37.50%,Attention
GG0099,100.00%,Reward
GG0100,100.00%,Reward
GG0101,50.00%,Attention
GG0102,100.00%,Reward
GG0103,75.00%,Attention
GG0104,73.68%,Attention
GG0105,50.00%,Attention
GG0106,100.00%,Reward
GG0107,100.00%,Reward
GG0108,100.00%,Reward
GG0109,100.00%,Reward
GG0110,100.00%,Reward
GG0112,66.67%,Attention
GG0113,100.00%,Reward
GG0114,100.00%,Reward
GG0115,100.00%,Reward
GG0116,87.50%,Reward
GG0117,100.00%,Reward
GG0118,100.00%,Reward
GG0119,66.67%,Attention
GG0120,100.00%,Reward
GG0121,66.67%,Attention
GG0122,100.00%,Reward
GG0123,80.00%,Reward
GG0124,100.00%,Reward
GG0126,100.00%,Reward
GG0127,100.00%,Reward
GG0128,50.00%,Attention
GG0129,100.00%,Reward
GG0130,100.00%,Reward
GG0131,100.00%,Reward
GG0132,66.67%,Attention
GG0133,100.00%,Reward
GG0134,71.43%,Attention
GG0136,66.67%,Attention
GG0137,50.00%,Attention
GG0139,20.00%,Attention
GG0140,90.91%,Reward
GG0141,100.00%,Reward
GG0142,0.00%,Attention
GG0143,100.00%,Reward
GG0144,50.00%,Attention
GG0145,28.57%,Attention
GG0146,0.00%,Attention
GG0147,100.00%,Reward
GG0148,50.00%,Attention
GG0149,83.33%,Reward
GG0150,100.00%,Reward
GG0151,75.00%,Attention
GG0152,100.00%,Reward
GG0153,66.67%,Attention
GG0154,100.00%,Reward
GG0155,100.00%,Reward
GG0156,100.00%,Reward
GG0157,100.00%,Reward
GG0158,50.00%,Attention
GG0159,100.00%,Reward
GG0161,62.50%,Attention
GG0162,75.00%,Attention
GG0163,50.00%,Attention
GG0164,100.00%,Reward
GG0165,100.00%,Reward
GG0166,100.00%,Reward
GG0167,83.33%,Reward
GG0168,50.00%,Attention
GG0169,50.00%,Attention
GG0170,100.00%,Reward
GG0172,50.00%,Attention
GG0173,100.00%,Reward
GG0174,100.00%,Reward
GG0175,50.00%,Attention
GG0176,100.00%,Reward
GG0177,100.00%,Reward
GG0178,100.00%,Reward
GG0179,100.00%,Reward
GG0180,100.00%,Reward
GG0181,100.00%,Reward
GG0182,100.00%,Reward
GG0183,100.00%,Reward
GG0184,100.00%,Reward
GG0185,100.00%,Reward
GG0186,66.67%,Attention
GG0188,80.00%,Reward
GG0189,100.00%,Reward
GG0190,100.00%,Reward
GG0192,100.00%,Reward
GG0193,75.00%,Attention
GG0195,100.00%,Reward
GG0196,75.00%,Attention
GG0197,100.00%,Reward
GG0198,60.00%,Attention
GG0199,100.00%,Reward
GG0200,66.67%,Attention
GG0201,100.00%,Reward
GG0202,100.00%,Reward
GG0203,0.00%,Attention
GG0205,100.00%,Reward
GG0206,80.00%,Reward
GG0207,100.00%,Reward
GG0208,100.00%,Reward
GG0209,0.00%,Attention
GG0210,100.00%,Reward
GG0211,80.00%,Reward
GG0212,50.00%,Attention
GG0213,100.00%,Reward
GG0214,0.00%,Attention
GG0215,100.00%,Reward
GG0216,100.00%,Reward
GG0217,100.00%,Reward
GG0218,100.00%,Reward
GG0219,100.00%,Reward
GG0220,100.00%,Reward
GG0222,100.00%,Reward
GG0223,100.00%,Reward
GG0224,50.00%,Attention
GG0225,28.57%,Attention
GG0228,100.00%,Reward
GG0229,25.00%,Attention
GG0230,100.00%,Reward
GG0232,66.67%,Attention
GG0233,75.00%,Attention
GG0234,100.00%,Reward
GG0235,66.67%,Attention
GG0236,100.00%,Reward
GG0237,75.00%,Attention
GG0239,100.00%,Reward
GG0240,60.00%,Attention
GG0241,80.00%,Reward
GG0242,100.00%,Reward
GG0243,100.00%,Reward
GG0244,100.00%,Reward
GG0245,100.00%,Reward
GG0246,100.00%,Reward
GG0247,100.00%,Reward
GG0249,80.00%,Reward
GG0250,100.00%,Reward
GG0251,100.00%,Reward
GG0252,100.00%,Reward
GG0253,0.00%,Attention
GG0254,100.00%,Reward
GG0255,100.00%,Reward
GG0257,100.00%,Reward
GG0258,50.00%,Attention
GG0259,100.00%,Reward
GG0260,100.00%,Reward
GG0261,100.00%,Reward
GG0262,85.71%,Reward
GG0263,100.00%,Reward
GG0264,50.00%,Attention
GG0265,100.00%,Reward
GG0266,100.00%,Reward
GG0267,100.00%,Reward
GG0268,50.00%,Attention
GG0269,100.00%,Reward
GG0270,100.00%,Reward
GG0271,20.00%,Attention
GG0272,100.00%,Reward
GG0273,100.00%,Reward
GG0274,100.00%,Reward
GG0276,100.00%,Reward
GG0277,100.00%,Reward
GG0278,80.00%,Reward
GG0279,66.67%,Attention
GG0280,66.67%,Attention
GG0281,100.00%,Reward
GG0284,100.00%,Reward
GG0285,100.00%,Reward
GG0287,100.00%,Reward
GG0288,100.00%,Reward
GG0289,100.00%,Reward
GG0291,100.00%,Reward
GG0292,100.00%,Reward
GG0293,100.00%,Reward
GG0295,100.00%,Reward
GG0296,100.00%,Reward
GG0298,100.00%,Reward
GG0299,0.00%,Attention
GG0300,100.00%,Reward
GG0301,100.00%,Reward
GG0303,100.00%,Reward
GG0304,100.00%,Reward
GG0307,100.00%,Reward
GG0310,100.00%,Reward
GG0311,100.00%,Reward
GG0312,100.00%,Reward
GG0313,100.00%,Reward
GG0315,100.00%,Reward
GG0316,100.00%,Reward
GG0318,50.00%,Attention
GG0320,100.00%,Reward
GG0322,100.00%,Reward
GG0323,100.00%,Reward
GG0324,100.00%,Reward
GG0325,100.00%,Reward
GG0326,100.00%,Reward
GG0327,100.00%,Reward
GG0328,100.00%,Reward
GG0329,66.67%,Attention
GG0330,100.00%,Reward
GG0331,100.00%,Reward
GG0333,100.00%,Reward
GG0334,100.00%,Reward
GG0335,100.00%,Reward
GG0336,0.00%,Attention
GG0337,100.00%,Reward
GG0338,100.00%,Reward
GG0339,100.00%,Reward
GG0340,100.00%,Reward
GG0341,100.00%,Reward
GG0342,100.00%,Reward
GG0345,100.00%,Reward
GG0346,0.00%,Attention
GG0347,100.00%,Reward
GG0348,100.00%,Reward
GG0349,66.67%,Attention
GG0350,75.00%,Attention
GG0351,100.00%,Reward
GG0352,100.00%,Reward
GG0353,100.00%,Reward
GG0354,100.00%,Reward
GG0356,100.00%,Reward
GG0357,100.00%,Reward
GG0358,100.00%,Reward
GG0359,100.00%,Reward
GG0362,66.67%,Attention
GG0364,75.00%,Attention
GG0365,100.00%,Reward
GG0368,100.00%,Reward
GG0369,50.00%,Attention
GG0373,100.00%,Reward
GG0374,100.00%,Reward
GG0375,80.00%,Reward
GG0376,50.00%,Attention
GG0378,100.00%,Reward
GG0379,100.00%,Reward
GG0380,100.00%,Reward
GG0381,100.00%,Reward
GG0382,50.00%,Attention
GG0383,100.00%,Reward
GG0384,50.00%,Attention
GG0385,100.00%,Reward
GG0386,100.00%,Reward
GG0388,100.00%,Reward
GG0389,100.00%,Reward
GG0390,100.00%,Reward
GG0392,100.00%,Reward
GG0393,100.00%,Reward
GG0394,100.00%,Reward
GG0395,66.67%,Attention
GG0396,100.00%,Reward
GG0397,100.00%,Reward
GG0398,100.00%,Reward
GG0401,80.00%,Reward
GG0402,100.00%,Reward
GG0403,100.00%,Reward
GG0404,100.00%,Reward
GG0405,100.00%,Reward
